data_ref,commodity,ticker,preco_raw,volume,fonte,data_coleta
2025-07-14,algodao,CT=F,66.41000366210938,32,Yahoo Finance / CBOT,2026-03-21
2025-07-15,algodao,CT=F,67.20999908447266,103,Yahoo Finance / CBOT,2026-03-21
2025-07-16,algodao,CT=F,66.94999694824219,64,Yahoo Finance / CBOT,2026-03-21
2025-07-17,algodao,CT=F,67.25,26,Yahoo Finance / CBOT,2026-03-21
2025-07-18,algodao,CT=F,67.12000274658203,29,Yahoo Finance / CBOT,2026-03-21
2025-07-21,algodao,CT=F,66.54000091552734,30,Yahoo Finance / CBOT,2026-03-21
2025-07-22,algodao,CT=F,66.58999633789062,36,Yahoo Finance / CBOT,2026-03-21
2025-07-23,algodao,CT=F,66.62000274658203,15,Yahoo Finance / CBOT,2026-03-21
2025-07-24,algodao,CT=F,67.33999633789062,36,Yahoo Finance / CBOT,2026-03-21
2025-07-25,algodao,CT=F,67.01000213623047,37,Yahoo Finance / CBOT,2026-03-21
2025-07-28,algodao,CT=F,67.4000015258789,13,Yahoo Finance / CBOT,2026-03-21
2025-07-29,algodao,CT=F,66.30000305175781,55,Yahoo Finance / CBOT,2026-03-21
2025-07-30,algodao,CT=F,65.9000015258789,74,Yahoo Finance / CBOT,2026-03-21
2025-07-31,algodao,CT=F,65.61000061035156,65,Yahoo Finance / CBOT,2026-03-21
2025-08-01,algodao,CT=F,64.41999816894531,151,Yahoo Finance / CBOT,2026-03-21
2025-08-04,algodao,CT=F,64.55999755859375,421,Yahoo Finance / CBOT,2026-03-21
2025-08-05,algodao,CT=F,65.58999633789062,112,Yahoo Finance / CBOT,2026-03-21
2025-08-06,algodao,CT=F,65.69999694824219,162,Yahoo Finance / CBOT,2026-03-21
2025-08-07,algodao,CT=F,64.95999908447266,66,Yahoo Finance / CBOT,2026-03-21
2025-08-08,algodao,CT=F,65.31999969482422,19,Yahoo Finance / CBOT,2026-03-21
2025-08-11,algodao,CT=F,65.29000091552734,13,Yahoo Finance / CBOT,2026-03-21
2025-08-12,algodao,CT=F,67.06999969482422,93,Yahoo Finance / CBOT,2026-03-21
2025-08-13,algodao,CT=F,66.41000366210938,142,Yahoo Finance / CBOT,2026-03-21
2025-08-14,algodao,CT=F,66.16999816894531,23,Yahoo Finance / CBOT,2026-03-21
2025-08-15,algodao,CT=F,66.0999984741211,13,Yahoo Finance / CBOT,2026-03-21
2025-08-18,algodao,CT=F,66.41999816894531,65,Yahoo Finance / CBOT,2026-03-21
2025-08-19,algodao,CT=F,66.25,2,Yahoo Finance / CBOT,2026-03-21
2025-08-20,algodao,CT=F,66.63999938964844,74,Yahoo Finance / CBOT,2026-03-21
2025-08-21,algodao,CT=F,65.88999938964844,110,Yahoo Finance / CBOT,2026-03-21
2025-08-22,algodao,CT=F,66.43000030517578,6,Yahoo Finance / CBOT,2026-03-21
2025-08-25,algodao,CT=F,65.98999786376953,82,Yahoo Finance / CBOT,2026-03-21
2025-08-26,algodao,CT=F,65.47000122070312,70,Yahoo Finance / CBOT,2026-03-21
2025-08-27,algodao,CT=F,65.41000366210938,211,Yahoo Finance / CBOT,2026-03-21
2025-08-28,algodao,CT=F,66.04000091552734,58,Yahoo Finance / CBOT,2026-03-21
2025-08-29,algodao,CT=F,65.20999908447266,0,Yahoo Finance / CBOT,2026-03-21
2025-09-02,algodao,CT=F,64.56999969482422,10,Yahoo Finance / CBOT,2026-03-21
2025-09-03,algodao,CT=F,64.7300033569336,106,Yahoo Finance / CBOT,2026-03-21
2025-09-04,algodao,CT=F,64.69000244140625,11,Yahoo Finance / CBOT,2026-03-21
2025-09-05,algodao,CT=F,64.38999938964844,14,Yahoo Finance / CBOT,2026-03-21
2025-09-08,algodao,CT=F,64.56999969482422,15,Yahoo Finance / CBOT,2026-03-21
2025-09-09,algodao,CT=F,64.6500015258789,18,Yahoo Finance / CBOT,2026-03-21
2025-09-10,algodao,CT=F,65.55999755859375,224,Yahoo Finance / CBOT,2026-03-21
2025-09-11,algodao,CT=F,65.37000274658203,8,Yahoo Finance / CBOT,2026-03-21
2025-09-12,algodao,CT=F,65.19000244140625,29,Yahoo Finance / CBOT,2026-03-21
2025-09-15,algodao,CT=F,65.41999816894531,13,Yahoo Finance / CBOT,2026-03-21
2025-09-16,algodao,CT=F,66.38999938964844,23,Yahoo Finance / CBOT,2026-03-21
2025-09-17,algodao,CT=F,65.86000061035156,68,Yahoo Finance / CBOT,2026-03-21
2025-09-18,algodao,CT=F,65.19000244140625,57,Yahoo Finance / CBOT,2026-03-21
2025-09-19,algodao,CT=F,64.94000244140625,97,Yahoo Finance / CBOT,2026-03-21
2025-09-22,algodao,CT=F,64.31999969482422,40,Yahoo Finance / CBOT,2026-03-21
2025-09-23,algodao,CT=F,64.52999877929688,17,Yahoo Finance / CBOT,2026-03-21
2025-09-24,algodao,CT=F,64.04000091552734,2,Yahoo Finance / CBOT,2026-03-21
2025-09-25,algodao,CT=F,63.83000183105469,1,Yahoo Finance / CBOT,2026-03-21
2025-09-26,algodao,CT=F,63.95000076293945,0,Yahoo Finance / CBOT,2026-03-21
2025-09-29,algodao,CT=F,63.04999923706055,0,Yahoo Finance / CBOT,2026-03-21
2025-09-30,algodao,CT=F,63.31999969482422,0,Yahoo Finance / CBOT,2026-03-21
2025-10-01,algodao,CT=F,63.150001525878906,0,Yahoo Finance / CBOT,2026-03-21
2025-10-02,algodao,CT=F,62.650001525878906,0,Yahoo Finance / CBOT,2026-03-21
2025-10-03,algodao,CT=F,62.86000061035156,0,Yahoo Finance / CBOT,2026-03-21
2025-10-06,algodao,CT=F,62.70000076293945,0,Yahoo Finance / CBOT,2026-03-21
2025-10-07,algodao,CT=F,62.02000045776367,0,Yahoo Finance / CBOT,2026-03-21
2025-10-08,algodao,CT=F,62.470001220703125,0,Yahoo Finance / CBOT,2026-03-21
2025-10-09,algodao,CT=F,62.029998779296875,25329,Yahoo Finance / CBOT,2026-03-21
2025-10-10,algodao,CT=F,63.84000015258789,35795,Yahoo Finance / CBOT,2026-03-21
2025-10-13,algodao,CT=F,63.59000015258789,21665,Yahoo Finance / CBOT,2026-03-21
2025-10-14,algodao,CT=F,63.5099983215332,27455,Yahoo Finance / CBOT,2026-03-21
2025-10-15,algodao,CT=F,63.7599983215332,23552,Yahoo Finance / CBOT,2026-03-21
2025-10-16,algodao,CT=F,63.72999954223633,17388,Yahoo Finance / CBOT,2026-03-21
2025-10-17,algodao,CT=F,64.27999877929688,19562,Yahoo Finance / CBOT,2026-03-21
2025-10-20,algodao,CT=F,64.16000366210938,19954,Yahoo Finance / CBOT,2026-03-21
2025-10-21,algodao,CT=F,64.41999816894531,18826,Yahoo Finance / CBOT,2026-03-21
2025-10-22,algodao,CT=F,63.7400016784668,19400,Yahoo Finance / CBOT,2026-03-21
2025-10-23,algodao,CT=F,64.06999969482422,15308,Yahoo Finance / CBOT,2026-03-21
2025-10-24,algodao,CT=F,64.19999694824219,16606,Yahoo Finance / CBOT,2026-03-21
2025-10-27,algodao,CT=F,64.55999755859375,25343,Yahoo Finance / CBOT,2026-03-21
2025-10-28,algodao,CT=F,65.05000305175781,21596,Yahoo Finance / CBOT,2026-03-21
2025-10-29,algodao,CT=F,66.01000213623047,39627,Yahoo Finance / CBOT,2026-03-21
2025-10-30,algodao,CT=F,65.12000274658203,32682,Yahoo Finance / CBOT,2026-03-21
2025-10-31,algodao,CT=F,65.54000091552734,34157,Yahoo Finance / CBOT,2026-03-21
2025-11-03,algodao,CT=F,65.68000030517578,36803,Yahoo Finance / CBOT,2026-03-21
2025-11-04,algodao,CT=F,65.19999694824219,25015,Yahoo Finance / CBOT,2026-03-21
2025-11-05,algodao,CT=F,65.2300033569336,29779,Yahoo Finance / CBOT,2026-03-21
2025-11-06,algodao,CT=F,64.54000091552734,35470,Yahoo Finance / CBOT,2026-03-21
2025-11-07,algodao,CT=F,63.619998931884766,44298,Yahoo Finance / CBOT,2026-03-21
2025-11-10,algodao,CT=F,64.30999755859375,44387,Yahoo Finance / CBOT,2026-03-21
2025-11-11,algodao,CT=F,63.880001068115234,40198,Yahoo Finance / CBOT,2026-03-21
2025-11-12,algodao,CT=F,63.29999923706055,34852,Yahoo Finance / CBOT,2026-03-21
2025-11-13,algodao,CT=F,62.900001525878906,23596,Yahoo Finance / CBOT,2026-03-21
2025-11-14,algodao,CT=F,62.4900016784668,24057,Yahoo Finance / CBOT,2026-03-21
2025-11-17,algodao,CT=F,62.36000061035156,12946,Yahoo Finance / CBOT,2026-03-21
2025-11-18,algodao,CT=F,62.56999969482422,15662,Yahoo Finance / CBOT,2026-03-21
2025-11-19,algodao,CT=F,62.29999923706055,9108,Yahoo Finance / CBOT,2026-03-21
2025-11-20,algodao,CT=F,61.68000030517578,3582,Yahoo Finance / CBOT,2026-03-21
2025-11-21,algodao,CT=F,61.349998474121094,138,Yahoo Finance / CBOT,2026-03-21
2025-11-24,algodao,CT=F,61.439998626708984,57,Yahoo Finance / CBOT,2026-03-21
2025-11-25,algodao,CT=F,62.43000030517578,23,Yahoo Finance / CBOT,2026-03-21
2025-11-26,algodao,CT=F,62.77000045776367,0,Yahoo Finance / CBOT,2026-03-21
2025-11-28,algodao,CT=F,62.90999984741211,0,Yahoo Finance / CBOT,2026-03-21
2025-12-01,algodao,CT=F,62.83000183105469,0,Yahoo Finance / CBOT,2026-03-21
2025-12-02,algodao,CT=F,62.77000045776367,0,Yahoo Finance / CBOT,2026-03-21
2025-12-03,algodao,CT=F,62.65999984741211,0,Yahoo Finance / CBOT,2026-03-21
2025-12-04,algodao,CT=F,62.279998779296875,0,Yahoo Finance / CBOT,2026-03-21
2025-12-05,algodao,CT=F,62.130001068115234,0,Yahoo Finance / CBOT,2026-03-21
2025-12-08,algodao,CT=F,61.880001068115234,19971,Yahoo Finance / CBOT,2026-03-21
2025-12-09,algodao,CT=F,63.86000061035156,17484,Yahoo Finance / CBOT,2026-03-21
2025-12-10,algodao,CT=F,64.12000274658203,14986,Yahoo Finance / CBOT,2026-03-21
2025-12-11,algodao,CT=F,63.970001220703125,15499,Yahoo Finance / CBOT,2026-03-21
2025-12-12,algodao,CT=F,63.83000183105469,18559,Yahoo Finance / CBOT,2026-03-21
2025-12-15,algodao,CT=F,63.939998626708984,17137,Yahoo Finance / CBOT,2026-03-21
2025-12-16,algodao,CT=F,63.099998474121094,31690,Yahoo Finance / CBOT,2026-03-21
2025-12-17,algodao,CT=F,63.43000030517578,20674,Yahoo Finance / CBOT,2026-03-21
2025-12-18,algodao,CT=F,63.5099983215332,12482,Yahoo Finance / CBOT,2026-03-21
2025-12-19,algodao,CT=F,63.75,14965,Yahoo Finance / CBOT,2026-03-21
2025-12-22,algodao,CT=F,63.61000061035156,17890,Yahoo Finance / CBOT,2026-03-21
2025-12-23,algodao,CT=F,64.01000213623047,22308,Yahoo Finance / CBOT,2026-03-21
2025-12-24,algodao,CT=F,64.23999786376953,0,Yahoo Finance / CBOT,2026-03-21
2025-12-26,algodao,CT=F,64.48999786376953,16386,Yahoo Finance / CBOT,2026-03-21
2025-12-29,algodao,CT=F,64.3499984741211,17930,Yahoo Finance / CBOT,2026-03-21
2025-12-30,algodao,CT=F,64.31999969482422,18588,Yahoo Finance / CBOT,2026-03-21
2025-12-31,algodao,CT=F,64.2699966430664,0,Yahoo Finance / CBOT,2026-03-21
2026-01-02,algodao,CT=F,64.01000213623047,23254,Yahoo Finance / CBOT,2026-03-21
2026-01-05,algodao,CT=F,64.6500015258789,27914,Yahoo Finance / CBOT,2026-03-21
2026-01-06,algodao,CT=F,65.05999755859375,44463,Yahoo Finance / CBOT,2026-03-21
2026-01-07,algodao,CT=F,64.8499984741211,29724,Yahoo Finance / CBOT,2026-03-21
2026-01-08,algodao,CT=F,64.45999908447266,27310,Yahoo Finance / CBOT,2026-03-21
2026-01-09,algodao,CT=F,64.41000366210938,23261,Yahoo Finance / CBOT,2026-03-21
2026-01-12,algodao,CT=F,64.91000366210938,32122,Yahoo Finance / CBOT,2026-03-21
2026-01-13,algodao,CT=F,64.87999725341797,29112,Yahoo Finance / CBOT,2026-03-21
2026-01-14,algodao,CT=F,64.98999786376953,20372,Yahoo Finance / CBOT,2026-03-21
2026-01-15,algodao,CT=F,64.70999908447266,20558,Yahoo Finance / CBOT,2026-03-21
2026-01-16,algodao,CT=F,64.66000366210938,16603,Yahoo Finance / CBOT,2026-03-21
2026-01-20,algodao,CT=F,64.33999633789062,26214,Yahoo Finance / CBOT,2026-03-21
2026-01-21,algodao,CT=F,64.30000305175781,19469,Yahoo Finance / CBOT,2026-03-21
2026-01-22,algodao,CT=F,63.880001068115234,27770,Yahoo Finance / CBOT,2026-03-21
2026-01-23,algodao,CT=F,63.810001373291016,29149,Yahoo Finance / CBOT,2026-03-21
2026-01-26,algodao,CT=F,62.970001220703125,49977,Yahoo Finance / CBOT,2026-03-21
2026-01-27,algodao,CT=F,63.83000183105469,36660,Yahoo Finance / CBOT,2026-03-21
2026-01-28,algodao,CT=F,63.72999954223633,30940,Yahoo Finance / CBOT,2026-03-21
2026-01-29,algodao,CT=F,63.47999954223633,24443,Yahoo Finance / CBOT,2026-03-21
2026-01-30,algodao,CT=F,63.16999816894531,34824,Yahoo Finance / CBOT,2026-03-21
2026-02-02,algodao,CT=F,62.66999816894531,41718,Yahoo Finance / CBOT,2026-03-21
2026-02-03,algodao,CT=F,62.310001373291016,38918,Yahoo Finance / CBOT,2026-03-21
2026-02-04,algodao,CT=F,62.2400016784668,38393,Yahoo Finance / CBOT,2026-03-21
2026-02-05,algodao,CT=F,61.7599983215332,33926,Yahoo Finance / CBOT,2026-03-21
2026-02-06,algodao,CT=F,61.060001373291016,49509,Yahoo Finance / CBOT,2026-03-21
2026-02-09,algodao,CT=F,61.61000061035156,51243,Yahoo Finance / CBOT,2026-03-21
2026-02-10,algodao,CT=F,61.59000015258789,43410,Yahoo Finance / CBOT,2026-03-21
2026-02-11,algodao,CT=F,61.9900016784668,39805,Yahoo Finance / CBOT,2026-03-21
2026-02-12,algodao,CT=F,62.290000915527344,29165,Yahoo Finance / CBOT,2026-03-21
2026-02-13,algodao,CT=F,62.11000061035156,17965,Yahoo Finance / CBOT,2026-03-21
2026-02-17,algodao,CT=F,61.52000045776367,17314,Yahoo Finance / CBOT,2026-03-21
2026-02-18,algodao,CT=F,61.54999923706055,20101,Yahoo Finance / CBOT,2026-03-21
2026-02-19,algodao,CT=F,61.93000030517578,15167,Yahoo Finance / CBOT,2026-03-21
2026-02-20,algodao,CT=F,63.029998779296875,5139,Yahoo Finance / CBOT,2026-03-21
2026-02-23,algodao,CT=F,63.560001373291016,101,Yahoo Finance / CBOT,2026-03-21
2026-02-24,algodao,CT=F,63.560001373291016,21,Yahoo Finance / CBOT,2026-03-21
2026-02-25,algodao,CT=F,64.16999816894531,1,Yahoo Finance / CBOT,2026-03-21
2026-02-26,algodao,CT=F,63.36000061035156,0,Yahoo Finance / CBOT,2026-03-21
2026-02-27,algodao,CT=F,63.61000061035156,0,Yahoo Finance / CBOT,2026-03-21
2026-03-02,algodao,CT=F,62.59000015258789,0,Yahoo Finance / CBOT,2026-03-21
2026-03-03,algodao,CT=F,62.040000915527344,0,Yahoo Finance / CBOT,2026-03-21
2026-03-04,algodao,CT=F,62.15999984741211,0,Yahoo Finance / CBOT,2026-03-21
2026-03-05,algodao,CT=F,63.029998779296875,100,Yahoo Finance / CBOT,2026-03-21
2026-03-06,algodao,CT=F,63.189998626708984,0,Yahoo Finance / CBOT,2026-03-21
2026-03-09,algodao,CT=F,63.59000015258789,33747,Yahoo Finance / CBOT,2026-03-21
2026-03-10,algodao,CT=F,65.30000305175781,33956,Yahoo Finance / CBOT,2026-03-21
2026-03-11,algodao,CT=F,65.16999816894531,22770,Yahoo Finance / CBOT,2026-03-21
2026-03-12,algodao,CT=F,65.13999938964844,24648,Yahoo Finance / CBOT,2026-03-21
2026-03-13,algodao,CT=F,65.8499984741211,33041,Yahoo Finance / CBOT,2026-03-21
2026-03-16,algodao,CT=F,68.19000244140625,82807,Yahoo Finance / CBOT,2026-03-21
2026-03-17,algodao,CT=F,68.7699966430664,63587,Yahoo Finance / CBOT,2026-03-21
2026-03-18,algodao,CT=F,68.69999694824219,39267,Yahoo Finance / CBOT,2026-03-21
2026-03-19,algodao,CT=F,67.66999816894531,41317,Yahoo Finance / CBOT,2026-03-21
2026-03-20,algodao,CT=F,67.2300033569336,19902,Yahoo Finance / CBOT,2026-03-21
2024-03-21,acucar,SB=F,22.059999465942383,43310,Yahoo Finance / CBOT,2026-03-21
2024-03-22,acucar,SB=F,21.850000381469727,37110,Yahoo Finance / CBOT,2026-03-21
2024-03-25,acucar,SB=F,21.950000762939453,35375,Yahoo Finance / CBOT,2026-03-21
2024-03-26,acucar,SB=F,22.389999389648438,72308,Yahoo Finance / CBOT,2026-03-21
2024-03-27,acucar,SB=F,22.190000534057617,48563,Yahoo Finance / CBOT,2026-03-21
2024-03-28,acucar,SB=F,22.520000457763672,55316,Yahoo Finance / CBOT,2026-03-21
2024-04-01,acucar,SB=F,22.719999313354492,62945,Yahoo Finance / CBOT,2026-03-21
2024-04-02,acucar,SB=F,22.31999969482422,62393,Yahoo Finance / CBOT,2026-03-21
2024-04-03,acucar,SB=F,22.219999313354492,58653,Yahoo Finance / CBOT,2026-03-21
2024-04-04,acucar,SB=F,22.360000610351562,47419,Yahoo Finance / CBOT,2026-03-21
2024-04-05,acucar,SB=F,21.989999771118164,66091,Yahoo Finance / CBOT,2026-03-21
2024-04-08,acucar,SB=F,21.59000015258789,78743,Yahoo Finance / CBOT,2026-03-21
2024-04-09,acucar,SB=F,21.489999771118164,75985,Yahoo Finance / CBOT,2026-03-21
2024-04-10,acucar,SB=F,21.459999084472656,55283,Yahoo Finance / CBOT,2026-03-21
2024-04-11,acucar,SB=F,20.850000381469727,87772,Yahoo Finance / CBOT,2026-03-21
2024-04-12,acucar,SB=F,20.450000762939453,75215,Yahoo Finance / CBOT,2026-03-21
2024-04-15,acucar,SB=F,20.020000457763672,80806,Yahoo Finance / CBOT,2026-03-21
2024-04-16,acucar,SB=F,19.6299991607666,69518,Yahoo Finance / CBOT,2026-03-21
2024-04-17,acucar,SB=F,19.31999969482422,38977,Yahoo Finance / CBOT,2026-03-21
2024-04-18,acucar,SB=F,19.59000015258789,25415,Yahoo Finance / CBOT,2026-03-21
2024-04-19,acucar,SB=F,19.729999542236328,31654,Yahoo Finance / CBOT,2026-03-21
2024-04-22,acucar,SB=F,19.799999237060547,30468,Yahoo Finance / CBOT,2026-03-21
2024-04-23,acucar,SB=F,19.90999984741211,39678,Yahoo Finance / CBOT,2026-03-21
2024-04-24,acucar,SB=F,20.0,35115,Yahoo Finance / CBOT,2026-03-21
2024-04-25,acucar,SB=F,19.479999542236328,42504,Yahoo Finance / CBOT,2026-03-21
2024-04-26,acucar,SB=F,19.399999618530273,51400,Yahoo Finance / CBOT,2026-03-21
2024-04-29,acucar,SB=F,20.200000762939453,17324,Yahoo Finance / CBOT,2026-03-21
2024-04-30,acucar,SB=F,19.709999084472656,48666,Yahoo Finance / CBOT,2026-03-21
2024-05-01,acucar,SB=F,19.219999313354492,41619,Yahoo Finance / CBOT,2026-03-21
2024-05-02,acucar,SB=F,19.25,45442,Yahoo Finance / CBOT,2026-03-21
2024-05-03,acucar,SB=F,19.280000686645508,42472,Yahoo Finance / CBOT,2026-03-21
2024-05-06,acucar,SB=F,19.479999542236328,32335,Yahoo Finance / CBOT,2026-03-21
2024-05-07,acucar,SB=F,19.950000762939453,73884,Yahoo Finance / CBOT,2026-03-21
2024-05-08,acucar,SB=F,19.600000381469727,54277,Yahoo Finance / CBOT,2026-03-21
2024-05-09,acucar,SB=F,19.579999923706055,43498,Yahoo Finance / CBOT,2026-03-21
2024-05-10,acucar,SB=F,19.299999237060547,34802,Yahoo Finance / CBOT,2026-03-21
2024-05-13,acucar,SB=F,18.6299991607666,78417,Yahoo Finance / CBOT,2026-03-21
2024-05-14,acucar,SB=F,18.8700008392334,60775,Yahoo Finance / CBOT,2026-03-21
2024-05-15,acucar,SB=F,18.649999618530273,51115,Yahoo Finance / CBOT,2026-03-21
2024-05-16,acucar,SB=F,18.329999923706055,67328,Yahoo Finance / CBOT,2026-03-21
2024-05-17,acucar,SB=F,18.1299991607666,34746,Yahoo Finance / CBOT,2026-03-21
2024-05-20,acucar,SB=F,18.68000030517578,53720,Yahoo Finance / CBOT,2026-03-21
2024-05-21,acucar,SB=F,18.559999465942383,41256,Yahoo Finance / CBOT,2026-03-21
2024-05-22,acucar,SB=F,18.229999542236328,33473,Yahoo Finance / CBOT,2026-03-21
2024-05-23,acucar,SB=F,18.260000228881836,49686,Yahoo Finance / CBOT,2026-03-21
2024-05-24,acucar,SB=F,18.40999984741211,44556,Yahoo Finance / CBOT,2026-03-21
2024-05-28,acucar,SB=F,18.729999542236328,61999,Yahoo Finance / CBOT,2026-03-21
2024-05-29,acucar,SB=F,18.350000381469727,55107,Yahoo Finance / CBOT,2026-03-21
2024-05-30,acucar,SB=F,18.190000534057617,48843,Yahoo Finance / CBOT,2026-03-21
2024-05-31,acucar,SB=F,18.299999237060547,53221,Yahoo Finance / CBOT,2026-03-21
2024-06-03,acucar,SB=F,18.780000686645508,62892,Yahoo Finance / CBOT,2026-03-21
2024-06-04,acucar,SB=F,18.860000610351562,71396,Yahoo Finance / CBOT,2026-03-21
2024-06-05,acucar,SB=F,19.1299991607666,114114,Yahoo Finance / CBOT,2026-03-21
2024-06-06,acucar,SB=F,19.219999313354492,92955,Yahoo Finance / CBOT,2026-03-21
2024-06-07,acucar,SB=F,19.0,124343,Yahoo Finance / CBOT,2026-03-21
2024-06-10,acucar,SB=F,18.6299991607666,103858,Yahoo Finance / CBOT,2026-03-21
2024-06-11,acucar,SB=F,18.790000915527344,69508,Yahoo Finance / CBOT,2026-03-21
2024-06-12,acucar,SB=F,19.100000381469727,85538,Yahoo Finance / CBOT,2026-03-21
2024-06-13,acucar,SB=F,19.59000015258789,106313,Yahoo Finance / CBOT,2026-03-21
2024-06-14,acucar,SB=F,19.43000030517578,61211,Yahoo Finance / CBOT,2026-03-21
2024-06-17,acucar,SB=F,18.979999542236328,87484,Yahoo Finance / CBOT,2026-03-21
2024-06-18,acucar,SB=F,18.920000076293945,52594,Yahoo Finance / CBOT,2026-03-21
2024-06-20,acucar,SB=F,18.889999389648438,70520,Yahoo Finance / CBOT,2026-03-21
2024-06-21,acucar,SB=F,18.969999313354492,62108,Yahoo Finance / CBOT,2026-03-21
2024-06-24,acucar,SB=F,19.40999984741211,76214,Yahoo Finance / CBOT,2026-03-21
2024-06-25,acucar,SB=F,19.100000381469727,54319,Yahoo Finance / CBOT,2026-03-21
2024-06-26,acucar,SB=F,19.239999771118164,28349,Yahoo Finance / CBOT,2026-03-21
2024-06-27,acucar,SB=F,20.1200008392334,19388,Yahoo Finance / CBOT,2026-03-21
2024-06-28,acucar,SB=F,20.309999465942383,97361,Yahoo Finance / CBOT,2026-03-21
2024-07-01,acucar,SB=F,20.229999542236328,55376,Yahoo Finance / CBOT,2026-03-21
2024-07-02,acucar,SB=F,20.610000610351562,74275,Yahoo Finance / CBOT,2026-03-21
2024-07-03,acucar,SB=F,20.530000686645508,55067,Yahoo Finance / CBOT,2026-03-21
2024-07-05,acucar,SB=F,20.139999389648438,58227,Yahoo Finance / CBOT,2026-03-21
2024-07-08,acucar,SB=F,20.1299991607666,54201,Yahoo Finance / CBOT,2026-03-21
2024-07-09,acucar,SB=F,19.6200008392334,53843,Yahoo Finance / CBOT,2026-03-21
2024-07-10,acucar,SB=F,19.809999465942383,53139,Yahoo Finance / CBOT,2026-03-21
2024-07-11,acucar,SB=F,19.43000030517578,62645,Yahoo Finance / CBOT,2026-03-21
2024-07-12,acucar,SB=F,19.200000762939453,46493,Yahoo Finance / CBOT,2026-03-21
2024-07-15,acucar,SB=F,19.760000228881836,55839,Yahoo Finance / CBOT,2026-03-21
2024-07-16,acucar,SB=F,19.6200008392334,35346,Yahoo Finance / CBOT,2026-03-21
2024-07-17,acucar,SB=F,19.360000610351562,44803,Yahoo Finance / CBOT,2026-03-21
2024-07-18,acucar,SB=F,18.940000534057617,62006,Yahoo Finance / CBOT,2026-03-21
2024-07-19,acucar,SB=F,18.65999984741211,59278,Yahoo Finance / CBOT,2026-03-21
2024-07-22,acucar,SB=F,18.299999237060547,59034,Yahoo Finance / CBOT,2026-03-21
2024-07-23,acucar,SB=F,18.15999984741211,55653,Yahoo Finance / CBOT,2026-03-21
2024-07-24,acucar,SB=F,17.90999984741211,74074,Yahoo Finance / CBOT,2026-03-21
2024-07-25,acucar,SB=F,18.65999984741211,71672,Yahoo Finance / CBOT,2026-03-21
2024-07-26,acucar,SB=F,18.420000076293945,41569,Yahoo Finance / CBOT,2026-03-21
2024-07-29,acucar,SB=F,19.010000228881836,55993,Yahoo Finance / CBOT,2026-03-21
2024-07-30,acucar,SB=F,19.1200008392334,39582,Yahoo Finance / CBOT,2026-03-21
2024-07-31,acucar,SB=F,18.940000534057617,52290,Yahoo Finance / CBOT,2026-03-21
2024-08-01,acucar,SB=F,18.5,54598,Yahoo Finance / CBOT,2026-03-21
2024-08-02,acucar,SB=F,18.100000381469727,57766,Yahoo Finance / CBOT,2026-03-21
2024-08-05,acucar,SB=F,18.079999923706055,57567,Yahoo Finance / CBOT,2026-03-21
2024-08-06,acucar,SB=F,17.8700008392334,44374,Yahoo Finance / CBOT,2026-03-21
2024-08-07,acucar,SB=F,18.139999389648438,37380,Yahoo Finance / CBOT,2026-03-21
2024-08-08,acucar,SB=F,18.56999969482422,69026,Yahoo Finance / CBOT,2026-03-21
2024-08-09,acucar,SB=F,18.479999542236328,42028,Yahoo Finance / CBOT,2026-03-21
2024-08-12,acucar,SB=F,18.290000915527344,34125,Yahoo Finance / CBOT,2026-03-21
2024-08-13,acucar,SB=F,18.389999389648438,36501,Yahoo Finance / CBOT,2026-03-21
2024-08-14,acucar,SB=F,17.969999313354492,42166,Yahoo Finance / CBOT,2026-03-21
2024-08-15,acucar,SB=F,17.8799991607666,36463,Yahoo Finance / CBOT,2026-03-21
2024-08-16,acucar,SB=F,18.030000686645508,37168,Yahoo Finance / CBOT,2026-03-21
2024-08-19,acucar,SB=F,18.020000457763672,31101,Yahoo Finance / CBOT,2026-03-21
2024-08-20,acucar,SB=F,17.56999969482422,59890,Yahoo Finance / CBOT,2026-03-21
2024-08-21,acucar,SB=F,17.649999618530273,38194,Yahoo Finance / CBOT,2026-03-21
2024-08-22,acucar,SB=F,17.850000381469727,37780,Yahoo Finance / CBOT,2026-03-21
2024-08-23,acucar,SB=F,18.389999389648438,56095,Yahoo Finance / CBOT,2026-03-21
2024-08-26,acucar,SB=F,19.040000915527344,90637,Yahoo Finance / CBOT,2026-03-21
2024-08-27,acucar,SB=F,19.600000381469727,97197,Yahoo Finance / CBOT,2026-03-21
2024-08-28,acucar,SB=F,19.540000915527344,87729,Yahoo Finance / CBOT,2026-03-21
2024-08-29,acucar,SB=F,19.889999389648438,80334,Yahoo Finance / CBOT,2026-03-21
2024-08-30,acucar,SB=F,19.3799991607666,71573,Yahoo Finance / CBOT,2026-03-21
2024-09-03,acucar,SB=F,19.489999771118164,70974,Yahoo Finance / CBOT,2026-03-21
2024-09-04,acucar,SB=F,19.239999771118164,58558,Yahoo Finance / CBOT,2026-03-21
2024-09-05,acucar,SB=F,19.219999313354492,48512,Yahoo Finance / CBOT,2026-03-21
2024-09-06,acucar,SB=F,18.90999984741211,63017,Yahoo Finance / CBOT,2026-03-21
2024-09-09,acucar,SB=F,18.829999923706055,63017,Yahoo Finance / CBOT,2026-03-21
2024-09-10,acucar,SB=F,18.469999313354492,99286,Yahoo Finance / CBOT,2026-03-21
