data_ref,commodity,ticker,preco_raw,volume,fonte,data_coleta
2024-10-02,trigo,ZW=F,615.25,116431,Yahoo Finance / CBOT,2026-03-21
2024-10-03,trigo,ZW=F,603.5,78992,Yahoo Finance / CBOT,2026-03-21
2024-10-04,trigo,ZW=F,589.75,76333,Yahoo Finance / CBOT,2026-03-21
2024-10-07,trigo,ZW=F,592.5,55580,Yahoo Finance / CBOT,2026-03-21
2024-10-08,trigo,ZW=F,594.75,59037,Yahoo Finance / CBOT,2026-03-21
2024-10-09,trigo,ZW=F,599.0,55193,Yahoo Finance / CBOT,2026-03-21
2024-10-10,trigo,ZW=F,603.75,60990,Yahoo Finance / CBOT,2026-03-21
2024-10-11,trigo,ZW=F,599.0,75587,Yahoo Finance / CBOT,2026-03-21
2024-10-14,trigo,ZW=F,585.25,55970,Yahoo Finance / CBOT,2026-03-21
2024-10-15,trigo,ZW=F,579.5,69756,Yahoo Finance / CBOT,2026-03-21
2024-10-16,trigo,ZW=F,585.0,57508,Yahoo Finance / CBOT,2026-03-21
2024-10-17,trigo,ZW=F,589.5,75298,Yahoo Finance / CBOT,2026-03-21
2024-10-18,trigo,ZW=F,572.75,82026,Yahoo Finance / CBOT,2026-03-21
2024-10-21,trigo,ZW=F,572.25,74088,Yahoo Finance / CBOT,2026-03-21
2024-10-22,trigo,ZW=F,576.0,49868,Yahoo Finance / CBOT,2026-03-21
2024-10-23,trigo,ZW=F,578.5,57247,Yahoo Finance / CBOT,2026-03-21
2024-10-24,trigo,ZW=F,581.5,49883,Yahoo Finance / CBOT,2026-03-21
2024-10-25,trigo,ZW=F,569.0,75987,Yahoo Finance / CBOT,2026-03-21
2024-10-28,trigo,ZW=F,558.75,61302,Yahoo Finance / CBOT,2026-03-21
2024-10-29,trigo,ZW=F,570.5,67415,Yahoo Finance / CBOT,2026-03-21
2024-10-30,trigo,ZW=F,573.25,68179,Yahoo Finance / CBOT,2026-03-21
2024-10-31,trigo,ZW=F,570.5,61593,Yahoo Finance / CBOT,2026-03-21
2024-11-01,trigo,ZW=F,568.0,54164,Yahoo Finance / CBOT,2026-03-21
2024-11-04,trigo,ZW=F,568.75,55475,Yahoo Finance / CBOT,2026-03-21
2024-11-05,trigo,ZW=F,572.5,58641,Yahoo Finance / CBOT,2026-03-21
2024-11-06,trigo,ZW=F,573.25,67945,Yahoo Finance / CBOT,2026-03-21
2024-11-07,trigo,ZW=F,571.5,105864,Yahoo Finance / CBOT,2026-03-21
2024-11-08,trigo,ZW=F,572.5,112145,Yahoo Finance / CBOT,2026-03-21
2024-11-11,trigo,ZW=F,565.5,125709,Yahoo Finance / CBOT,2026-03-21
2024-11-12,trigo,ZW=F,552.25,105727,Yahoo Finance / CBOT,2026-03-21
2024-11-13,trigo,ZW=F,541.0,113238,Yahoo Finance / CBOT,2026-03-21
2024-11-14,trigo,ZW=F,530.25,89913,Yahoo Finance / CBOT,2026-03-21
2024-11-15,trigo,ZW=F,536.5,73593,Yahoo Finance / CBOT,2026-03-21
2024-11-18,trigo,ZW=F,547.25,68144,Yahoo Finance / CBOT,2026-03-21
2024-11-19,trigo,ZW=F,549.75,57490,Yahoo Finance / CBOT,2026-03-21
2024-11-20,trigo,ZW=F,552.5,41277,Yahoo Finance / CBOT,2026-03-21
2024-11-21,trigo,ZW=F,548.75,34966,Yahoo Finance / CBOT,2026-03-21
2024-11-22,trigo,ZW=F,544.25,36559,Yahoo Finance / CBOT,2026-03-21
2024-11-25,trigo,ZW=F,535.75,30009,Yahoo Finance / CBOT,2026-03-21
2024-11-26,trigo,ZW=F,539.5,34123,Yahoo Finance / CBOT,2026-03-21
2024-11-27,trigo,ZW=F,537.75,18864,Yahoo Finance / CBOT,2026-03-21
2024-11-29,trigo,ZW=F,532.25,1246,Yahoo Finance / CBOT,2026-03-21
2024-12-02,trigo,ZW=F,537.5,63,Yahoo Finance / CBOT,2026-03-21
2024-12-03,trigo,ZW=F,536.75,47,Yahoo Finance / CBOT,2026-03-21
2024-12-04,trigo,ZW=F,538.0,43,Yahoo Finance / CBOT,2026-03-21
2024-12-05,trigo,ZW=F,546.75,22,Yahoo Finance / CBOT,2026-03-21
2024-12-06,trigo,ZW=F,542.5,27,Yahoo Finance / CBOT,2026-03-21
2024-12-09,trigo,ZW=F,541.25,10,Yahoo Finance / CBOT,2026-03-21
2024-12-10,trigo,ZW=F,542.0,2,Yahoo Finance / CBOT,2026-03-21
2024-12-11,trigo,ZW=F,543.5,56,Yahoo Finance / CBOT,2026-03-21
2024-12-12,trigo,ZW=F,538.75,24,Yahoo Finance / CBOT,2026-03-21
2024-12-13,trigo,ZW=F,526.5,49134,Yahoo Finance / CBOT,2026-03-21
2024-12-16,trigo,ZW=F,550.0,68005,Yahoo Finance / CBOT,2026-03-21
2024-12-17,trigo,ZW=F,545.0,72661,Yahoo Finance / CBOT,2026-03-21
2024-12-18,trigo,ZW=F,541.25,63252,Yahoo Finance / CBOT,2026-03-21
2024-12-19,trigo,ZW=F,533.0,87290,Yahoo Finance / CBOT,2026-03-21
2024-12-20,trigo,ZW=F,533.0,55084,Yahoo Finance / CBOT,2026-03-21
2024-12-23,trigo,ZW=F,540.5,57507,Yahoo Finance / CBOT,2026-03-21
2024-12-24,trigo,ZW=F,534.75,25215,Yahoo Finance / CBOT,2026-03-21
2024-12-26,trigo,ZW=F,541.0,28461,Yahoo Finance / CBOT,2026-03-21
2024-12-27,trigo,ZW=F,546.5,43052,Yahoo Finance / CBOT,2026-03-21
2024-12-30,trigo,ZW=F,548.25,46874,Yahoo Finance / CBOT,2026-03-21
2024-12-31,trigo,ZW=F,551.5,33827,Yahoo Finance / CBOT,2026-03-21
2025-01-02,trigo,ZW=F,545.75,44332,Yahoo Finance / CBOT,2026-03-21
2025-01-03,trigo,ZW=F,529.25,87535,Yahoo Finance / CBOT,2026-03-21
2025-01-06,trigo,ZW=F,540.5,64942,Yahoo Finance / CBOT,2026-03-21
2025-01-07,trigo,ZW=F,542.5,46902,Yahoo Finance / CBOT,2026-03-21
2025-01-08,trigo,ZW=F,536.25,58097,Yahoo Finance / CBOT,2026-03-21
2025-01-09,trigo,ZW=F,534.0,45711,Yahoo Finance / CBOT,2026-03-21
2025-01-10,trigo,ZW=F,530.75,104604,Yahoo Finance / CBOT,2026-03-21
2025-01-13,trigo,ZW=F,545.0,84277,Yahoo Finance / CBOT,2026-03-21
2025-01-14,trigo,ZW=F,546.25,70102,Yahoo Finance / CBOT,2026-03-21
2025-01-15,trigo,ZW=F,547.0,56045,Yahoo Finance / CBOT,2026-03-21
2025-01-16,trigo,ZW=F,537.5,52990,Yahoo Finance / CBOT,2026-03-21
2025-01-17,trigo,ZW=F,538.75,50291,Yahoo Finance / CBOT,2026-03-21
2025-01-21,trigo,ZW=F,558.75,112879,Yahoo Finance / CBOT,2026-03-21
2025-01-22,trigo,ZW=F,554.0,91512,Yahoo Finance / CBOT,2026-03-21
2025-01-23,trigo,ZW=F,554.0,64143,Yahoo Finance / CBOT,2026-03-21
2025-01-24,trigo,ZW=F,544.0,81676,Yahoo Finance / CBOT,2026-03-21
2025-01-27,trigo,ZW=F,535.5,68354,Yahoo Finance / CBOT,2026-03-21
2025-01-28,trigo,ZW=F,545.25,77116,Yahoo Finance / CBOT,2026-03-21
2025-01-29,trigo,ZW=F,562.5,90600,Yahoo Finance / CBOT,2026-03-21
2025-01-30,trigo,ZW=F,566.5,96799,Yahoo Finance / CBOT,2026-03-21
2025-01-31,trigo,ZW=F,559.5,87916,Yahoo Finance / CBOT,2026-03-21
2025-02-03,trigo,ZW=F,566.75,90750,Yahoo Finance / CBOT,2026-03-21
2025-02-04,trigo,ZW=F,577.0,89542,Yahoo Finance / CBOT,2026-03-21
2025-02-05,trigo,ZW=F,572.25,108673,Yahoo Finance / CBOT,2026-03-21
2025-02-06,trigo,ZW=F,587.75,109406,Yahoo Finance / CBOT,2026-03-21
2025-02-07,trigo,ZW=F,582.75,106334,Yahoo Finance / CBOT,2026-03-21
2025-02-10,trigo,ZW=F,579.5,105426,Yahoo Finance / CBOT,2026-03-21
2025-02-11,trigo,ZW=F,577.0,110234,Yahoo Finance / CBOT,2026-03-21
2025-02-12,trigo,ZW=F,574.25,113048,Yahoo Finance / CBOT,2026-03-21
2025-02-13,trigo,ZW=F,577.75,91309,Yahoo Finance / CBOT,2026-03-21
2025-02-14,trigo,ZW=F,600.0,103503,Yahoo Finance / CBOT,2026-03-21
2025-02-18,trigo,ZW=F,604.75,93045,Yahoo Finance / CBOT,2026-03-21
2025-02-19,trigo,ZW=F,592.0,64134,Yahoo Finance / CBOT,2026-03-21
2025-02-20,trigo,ZW=F,585.5,37056,Yahoo Finance / CBOT,2026-03-21
2025-02-21,trigo,ZW=F,590.0,40506,Yahoo Finance / CBOT,2026-03-21
2025-02-24,trigo,ZW=F,579.0,27710,Yahoo Finance / CBOT,2026-03-21
2025-02-25,trigo,ZW=F,572.75,30844,Yahoo Finance / CBOT,2026-03-21
2025-02-26,trigo,ZW=F,566.0,23733,Yahoo Finance / CBOT,2026-03-21
2025-02-27,trigo,ZW=F,546.75,9609,Yahoo Finance / CBOT,2026-03-21
2025-02-28,trigo,ZW=F,537.0,551,Yahoo Finance / CBOT,2026-03-21
2025-03-03,trigo,ZW=F,532.0,77,Yahoo Finance / CBOT,2026-03-21
2025-03-04,trigo,ZW=F,518.5,30,Yahoo Finance / CBOT,2026-03-21
2025-03-05,trigo,ZW=F,530.75,2,Yahoo Finance / CBOT,2026-03-21
2025-03-06,trigo,ZW=F,537.0,8,Yahoo Finance / CBOT,2026-03-21
2025-03-07,trigo,ZW=F,533.75,13,Yahoo Finance / CBOT,2026-03-21
2025-03-10,trigo,ZW=F,545.25,12,Yahoo Finance / CBOT,2026-03-21
2025-03-11,trigo,ZW=F,541.0,16,Yahoo Finance / CBOT,2026-03-21
2025-03-12,trigo,ZW=F,538.75,3,Yahoo Finance / CBOT,2026-03-21
2025-03-13,trigo,ZW=F,547.25,15,Yahoo Finance / CBOT,2026-03-21
2025-03-14,trigo,ZW=F,545.75,60916,Yahoo Finance / CBOT,2026-03-21
2025-03-17,trigo,ZW=F,568.5,78721,Yahoo Finance / CBOT,2026-03-21
2025-03-18,trigo,ZW=F,565.0,64451,Yahoo Finance / CBOT,2026-03-21
2025-03-19,trigo,ZW=F,563.5,62175,Yahoo Finance / CBOT,2026-03-21
2025-03-20,trigo,ZW=F,557.25,62329,Yahoo Finance / CBOT,2026-03-21
2025-03-21,trigo,ZW=F,558.25,47008,Yahoo Finance / CBOT,2026-03-21
2025-03-24,trigo,ZW=F,548.25,53647,Yahoo Finance / CBOT,2026-03-21
2025-03-25,trigo,ZW=F,543.25,57054,Yahoo Finance / CBOT,2026-03-21
2025-03-26,trigo,ZW=F,535.25,57623,Yahoo Finance / CBOT,2026-03-21
2025-03-27,trigo,ZW=F,532.0,73561,Yahoo Finance / CBOT,2026-03-21
2025-03-28,trigo,ZW=F,528.25,81818,Yahoo Finance / CBOT,2026-03-21
2025-03-31,trigo,ZW=F,537.0,83018,Yahoo Finance / CBOT,2026-03-21
2025-04-01,trigo,ZW=F,540.5,62409,Yahoo Finance / CBOT,2026-03-21
2025-04-02,trigo,ZW=F,539.25,58991,Yahoo Finance / CBOT,2026-03-21
2025-04-03,trigo,ZW=F,536.0,80918,Yahoo Finance / CBOT,2026-03-21
2025-04-04,trigo,ZW=F,529.0,82626,Yahoo Finance / CBOT,2026-03-21
2025-04-07,trigo,ZW=F,536.5,96849,Yahoo Finance / CBOT,2026-03-21
2025-04-08,trigo,ZW=F,540.0,92716,Yahoo Finance / CBOT,2026-03-21
2025-04-09,trigo,ZW=F,542.25,85229,Yahoo Finance / CBOT,2026-03-21
2025-04-10,trigo,ZW=F,538.0,112107,Yahoo Finance / CBOT,2026-03-21
2025-04-11,trigo,ZW=F,555.75,123039,Yahoo Finance / CBOT,2026-03-21
2025-04-14,trigo,ZW=F,547.5,78608,Yahoo Finance / CBOT,2026-03-21
2025-04-15,trigo,ZW=F,542.0,65960,Yahoo Finance / CBOT,2026-03-21
2025-04-16,trigo,ZW=F,547.75,59640,Yahoo Finance / CBOT,2026-03-21
2025-04-17,trigo,ZW=F,548.75,40697,Yahoo Finance / CBOT,2026-03-21
2025-04-21,trigo,ZW=F,538.5,24733,Yahoo Finance / CBOT,2026-03-21
2025-04-22,trigo,ZW=F,535.5,31592,Yahoo Finance / CBOT,2026-03-21
2025-04-23,trigo,ZW=F,528.25,29029,Yahoo Finance / CBOT,2026-03-21
2025-04-24,trigo,ZW=F,529.25,25897,Yahoo Finance / CBOT,2026-03-21
2025-04-25,trigo,ZW=F,530.0,30800,Yahoo Finance / CBOT,2026-03-21
2025-04-28,trigo,ZW=F,515.5,32411,Yahoo Finance / CBOT,2026-03-21
2025-04-29,trigo,ZW=F,505.75,20109,Yahoo Finance / CBOT,2026-03-21
2025-04-30,trigo,ZW=F,513.0,1204,Yahoo Finance / CBOT,2026-03-21
2025-05-01,trigo,ZW=F,515.25,706,Yahoo Finance / CBOT,2026-03-21
2025-05-02,trigo,ZW=F,526.5,103,Yahoo Finance / CBOT,2026-03-21
2025-05-05,trigo,ZW=F,514.25,4,Yahoo Finance / CBOT,2026-03-21
2025-05-06,trigo,ZW=F,519.0,19,Yahoo Finance / CBOT,2026-03-21
2025-05-07,trigo,ZW=F,518.0,82,Yahoo Finance / CBOT,2026-03-21
2025-05-08,trigo,ZW=F,513.0,10,Yahoo Finance / CBOT,2026-03-21
2025-05-09,trigo,ZW=F,505.5,6,Yahoo Finance / CBOT,2026-03-21
2025-05-12,trigo,ZW=F,499.0,16,Yahoo Finance / CBOT,2026-03-21
2025-05-13,trigo,ZW=F,501.5,19,Yahoo Finance / CBOT,2026-03-21
2025-05-14,trigo,ZW=F,508.75,62950,Yahoo Finance / CBOT,2026-03-21
2025-05-15,trigo,ZW=F,532.75,69748,Yahoo Finance / CBOT,2026-03-21
2025-05-16,trigo,ZW=F,525.0,49356,Yahoo Finance / CBOT,2026-03-21
2025-05-19,trigo,ZW=F,529.0,64286,Yahoo Finance / CBOT,2026-03-21
2025-05-20,trigo,ZW=F,546.0,86585,Yahoo Finance / CBOT,2026-03-21
2025-05-21,trigo,ZW=F,549.25,85813,Yahoo Finance / CBOT,2026-03-21
2025-05-22,trigo,ZW=F,544.5,85214,Yahoo Finance / CBOT,2026-03-21
2025-05-23,trigo,ZW=F,542.5,61665,Yahoo Finance / CBOT,2026-03-21
2025-05-27,trigo,ZW=F,528.5,66898,Yahoo Finance / CBOT,2026-03-21
2025-05-28,trigo,ZW=F,530.25,60152,Yahoo Finance / CBOT,2026-03-21
2025-05-29,trigo,ZW=F,534.0,48247,Yahoo Finance / CBOT,2026-03-21
2025-05-30,trigo,ZW=F,534.0,49023,Yahoo Finance / CBOT,2026-03-21
2025-06-02,trigo,ZW=F,539.0,82568,Yahoo Finance / CBOT,2026-03-21
2025-06-03,trigo,ZW=F,536.0,80640,Yahoo Finance / CBOT,2026-03-21
2025-06-04,trigo,ZW=F,543.25,73113,Yahoo Finance / CBOT,2026-03-21
2025-06-05,trigo,ZW=F,545.5,0,Yahoo Finance / CBOT,2026-03-21
2025-06-06,trigo,ZW=F,554.75,97197,Yahoo Finance / CBOT,2026-03-21
2025-06-09,trigo,ZW=F,542.0,102603,Yahoo Finance / CBOT,2026-03-21
2025-06-10,trigo,ZW=F,534.5,90158,Yahoo Finance / CBOT,2026-03-21
2025-06-11,trigo,ZW=F,534.25,72453,Yahoo Finance / CBOT,2026-03-21
2025-06-12,trigo,ZW=F,526.5,93654,Yahoo Finance / CBOT,2026-03-21
2025-06-13,trigo,ZW=F,543.75,102188,Yahoo Finance / CBOT,2026-03-21
2025-06-16,trigo,ZW=F,536.5,77417,Yahoo Finance / CBOT,2026-03-21
2025-06-17,trigo,ZW=F,549.0,71241,Yahoo Finance / CBOT,2026-03-21
2025-06-18,trigo,ZW=F,574.25,0,Yahoo Finance / CBOT,2026-03-21
2025-06-20,trigo,ZW=F,567.75,49117,Yahoo Finance / CBOT,2026-03-21
2025-06-23,trigo,ZW=F,552.75,44221,Yahoo Finance / CBOT,2026-03-21
2025-06-24,trigo,ZW=F,535.75,36906,Yahoo Finance / CBOT,2026-03-21
2025-06-25,trigo,ZW=F,528.25,18240,Yahoo Finance / CBOT,2026-03-21
2025-06-26,trigo,ZW=F,521.0,24542,Yahoo Finance / CBOT,2026-03-21
2025-06-27,trigo,ZW=F,524.75,12677,Yahoo Finance / CBOT,2026-03-21
2025-06-30,trigo,ZW=F,528.75,1972,Yahoo Finance / CBOT,2026-03-21
2025-07-01,trigo,ZW=F,537.25,453,Yahoo Finance / CBOT,2026-03-21
2025-07-02,trigo,ZW=F,556.0,62,Yahoo Finance / CBOT,2026-03-21
2025-07-03,trigo,ZW=F,547.75,0,Yahoo Finance / CBOT,2026-03-21
2025-07-07,trigo,ZW=F,539.75,53,Yahoo Finance / CBOT,2026-03-21
2025-07-08,trigo,ZW=F,543.0,4,Yahoo Finance / CBOT,2026-03-21
2025-07-09,trigo,ZW=F,542.75,41,Yahoo Finance / CBOT,2026-03-21
2025-07-10,trigo,ZW=F,550.25,40,Yahoo Finance / CBOT,2026-03-21
2025-07-11,trigo,ZW=F,540.75,21,Yahoo Finance / CBOT,2026-03-21
2025-07-14,trigo,ZW=F,534.0,52432,Yahoo Finance / CBOT,2026-03-21
2025-07-15,trigo,ZW=F,538.0,56165,Yahoo Finance / CBOT,2026-03-21
2025-07-16,trigo,ZW=F,541.25,59091,Yahoo Finance / CBOT,2026-03-21
2025-07-17,trigo,ZW=F,533.5,55433,Yahoo Finance / CBOT,2026-03-21
2025-07-18,trigo,ZW=F,546.25,82550,Yahoo Finance / CBOT,2026-03-21
2025-07-21,trigo,ZW=F,542.25,43970,Yahoo Finance / CBOT,2026-03-21
2025-07-22,trigo,ZW=F,549.5,62596,Yahoo Finance / CBOT,2026-03-21
2025-07-23,trigo,ZW=F,540.5,49135,Yahoo Finance / CBOT,2026-03-21
2025-07-24,trigo,ZW=F,541.5,56771,Yahoo Finance / CBOT,2026-03-21
2025-07-25,trigo,ZW=F,538.25,37484,Yahoo Finance / CBOT,2026-03-21
2025-07-28,trigo,ZW=F,538.5,45184,Yahoo Finance / CBOT,2026-03-21
2025-07-29,trigo,ZW=F,529.75,80217,Yahoo Finance / CBOT,2026-03-21
2025-07-30,trigo,ZW=F,523.75,64991,Yahoo Finance / CBOT,2026-03-21
2025-07-31,trigo,ZW=F,523.25,77077,Yahoo Finance / CBOT,2026-03-21
2025-08-01,trigo,ZW=F,516.75,62480,Yahoo Finance / CBOT,2026-03-21
2025-08-04,trigo,ZW=F,516.75,71053,Yahoo Finance / CBOT,2026-03-21
2025-08-05,trigo,ZW=F,508.25,67614,Yahoo Finance / CBOT,2026-03-21
2025-08-06,trigo,ZW=F,508.5,65192,Yahoo Finance / CBOT,2026-03-21
2025-08-07,trigo,ZW=F,518.25,81829,Yahoo Finance / CBOT,2026-03-21
2025-08-08,trigo,ZW=F,514.5,78246,Yahoo Finance / CBOT,2026-03-21
2025-08-11,trigo,ZW=F,515.0,87297,Yahoo Finance / CBOT,2026-03-21
2025-08-12,trigo,ZW=F,505.0,116430,Yahoo Finance / CBOT,2026-03-21
2025-08-13,trigo,ZW=F,507.25,78660,Yahoo Finance / CBOT,2026-03-21
2025-08-14,trigo,ZW=F,503.5,71519,Yahoo Finance / CBOT,2026-03-21
2025-08-15,trigo,ZW=F,506.5,59556,Yahoo Finance / CBOT,2026-03-21
2025-08-18,trigo,ZW=F,502.75,64948,Yahoo Finance / CBOT,2026-03-21
2025-08-19,trigo,ZW=F,498.5,45629,Yahoo Finance / CBOT,2026-03-21
2025-08-20,trigo,ZW=F,505.5,53676,Yahoo Finance / CBOT,2026-03-21
2025-08-21,trigo,ZW=F,507.0,49806,Yahoo Finance / CBOT,2026-03-21
2025-08-22,trigo,ZW=F,504.75,36797,Yahoo Finance / CBOT,2026-03-21
2025-08-25,trigo,ZW=F,506.75,31672,Yahoo Finance / CBOT,2026-03-21
2025-08-26,trigo,ZW=F,509.5,32257,Yahoo Finance / CBOT,2026-03-21
2025-08-27,trigo,ZW=F,502.25,37489,Yahoo Finance / CBOT,2026-03-21
2025-08-28,trigo,ZW=F,510.25,23384,Yahoo Finance / CBOT,2026-03-21
2025-08-29,trigo,ZW=F,518.0,0,Yahoo Finance / CBOT,2026-03-21
2025-09-02,trigo,ZW=F,513.0,404,Yahoo Finance / CBOT,2026-03-21
2025-09-03,trigo,ZW=F,504.0,312,Yahoo Finance / CBOT,2026-03-21
2025-09-04,trigo,ZW=F,502.25,54,Yahoo Finance / CBOT,2026-03-21
2025-09-05,trigo,ZW=F,501.0,13,Yahoo Finance / CBOT,2026-03-21
2025-09-08,trigo,ZW=F,505.5,6,Yahoo Finance / CBOT,2026-03-21
2025-09-09,trigo,ZW=F,500.75,26,Yahoo Finance / CBOT,2026-03-21
2025-09-10,trigo,ZW=F,495.0,18,Yahoo Finance / CBOT,2026-03-21
2025-09-11,trigo,ZW=F,503.0,2,Yahoo Finance / CBOT,2026-03-21
2025-09-12,trigo,ZW=F,503.0,55282,Yahoo Finance / CBOT,2026-03-21
2025-09-15,trigo,ZW=F,525.0,55496,Yahoo Finance / CBOT,2026-03-21
2025-09-16,trigo,ZW=F,534.0,46736,Yahoo Finance / CBOT,2026-03-21
2025-09-17,trigo,ZW=F,528.25,49323,Yahoo Finance / CBOT,2026-03-21
2025-09-18,trigo,ZW=F,524.25,39926,Yahoo Finance / CBOT,2026-03-21
2025-09-19,trigo,ZW=F,522.5,45048,Yahoo Finance / CBOT,2026-03-21
2025-09-22,trigo,ZW=F,510.75,86785,Yahoo Finance / CBOT,2026-03-21
2025-09-23,trigo,ZW=F,520.5,71968,Yahoo Finance / CBOT,2026-03-21
2025-09-24,trigo,ZW=F,519.5,53328,Yahoo Finance / CBOT,2026-03-21
2025-09-25,trigo,ZW=F,527.0,56448,Yahoo Finance / CBOT,2026-03-21
2025-09-26,trigo,ZW=F,519.75,52731,Yahoo Finance / CBOT,2026-03-21
2025-09-29,trigo,ZW=F,519.5,44889,Yahoo Finance / CBOT,2026-03-21
2025-09-30,trigo,ZW=F,508.0,85752,Yahoo Finance / CBOT,2026-03-21
2025-10-01,trigo,ZW=F,509.25,82924,Yahoo Finance / CBOT,2026-03-21
2025-10-02,trigo,ZW=F,514.75,57218,Yahoo Finance / CBOT,2026-03-21
2025-10-03,trigo,ZW=F,515.25,47455,Yahoo Finance / CBOT,2026-03-21
2025-10-06,trigo,ZW=F,512.75,49990,Yahoo Finance / CBOT,2026-03-21
2025-10-07,trigo,ZW=F,506.75,53564,Yahoo Finance / CBOT,2026-03-21
2025-10-08,trigo,ZW=F,507.25,44067,Yahoo Finance / CBOT,2026-03-21
2025-10-09,trigo,ZW=F,506.5,79086,Yahoo Finance / CBOT,2026-03-21
2025-10-10,trigo,ZW=F,498.5,63513,Yahoo Finance / CBOT,2026-03-21
2025-10-13,trigo,ZW=F,496.75,63513,Yahoo Finance / CBOT,2026-03-21
2025-10-14,trigo,ZW=F,500.25,65741,Yahoo Finance / CBOT,2026-03-21
2025-10-15,trigo,ZW=F,498.75,57004,Yahoo Finance / CBOT,2026-03-21
2025-10-16,trigo,ZW=F,502.5,53290,Yahoo Finance / CBOT,2026-03-21
2025-10-17,trigo,ZW=F,503.75,38177,Yahoo Finance / CBOT,2026-03-21
2025-10-20,trigo,ZW=F,504.75,37582,Yahoo Finance / CBOT,2026-03-21
2025-10-21,trigo,ZW=F,500.25,41036,Yahoo Finance / CBOT,2026-03-21
2025-10-22,trigo,ZW=F,503.75,45473,Yahoo Finance / CBOT,2026-03-21
2025-10-23,trigo,ZW=F,513.0,58191,Yahoo Finance / CBOT,2026-03-21
2025-10-24,trigo,ZW=F,512.5,59008,Yahoo Finance / CBOT,2026-03-21
2025-10-27,trigo,ZW=F,526.0,109465,Yahoo Finance / CBOT,2026-03-21
2025-10-28,trigo,ZW=F,529.0,105303,Yahoo Finance / CBOT,2026-03-21
2025-10-29,trigo,ZW=F,532.25,90090,Yahoo Finance / CBOT,2026-03-21
2025-10-30,trigo,ZW=F,524.25,101549,Yahoo Finance / CBOT,2026-03-21
2025-10-31,trigo,ZW=F,534.0,111375,Yahoo Finance / CBOT,2026-03-21
2025-11-03,trigo,ZW=F,543.5,0,Yahoo Finance / CBOT,2026-03-21
2025-11-04,trigo,ZW=F,550.25,116421,Yahoo Finance / CBOT,2026-03-21
2025-11-05,trigo,ZW=F,554.75,72195,Yahoo Finance / CBOT,2026-03-21
2025-11-06,trigo,ZW=F,535.5,119141,Yahoo Finance / CBOT,2026-03-21
2025-11-07,trigo,ZW=F,527.75,127657,Yahoo Finance / CBOT,2026-03-21
2025-11-10,trigo,ZW=F,535.75,92410,Yahoo Finance / CBOT,2026-03-21
2025-11-11,trigo,ZW=F,536.0,80355,Yahoo Finance / CBOT,2026-03-21
2025-11-12,trigo,ZW=F,536.0,95686,Yahoo Finance / CBOT,2026-03-21
2025-11-13,trigo,ZW=F,535.75,92763,Yahoo Finance / CBOT,2026-03-21
2025-11-14,trigo,ZW=F,527.25,85222,Yahoo Finance / CBOT,2026-03-21
2025-11-17,trigo,ZW=F,544.25,64246,Yahoo Finance / CBOT,2026-03-21
2025-11-18,trigo,ZW=F,546.5,34471,Yahoo Finance / CBOT,2026-03-21
2025-11-19,trigo,ZW=F,536.75,37984,Yahoo Finance / CBOT,2026-03-21
2025-11-20,trigo,ZW=F,527.0,41598,Yahoo Finance / CBOT,2026-03-21
2025-11-21,trigo,ZW=F,527.0,32622,Yahoo Finance / CBOT,2026-03-21
2025-11-24,trigo,ZW=F,522.25,26119,Yahoo Finance / CBOT,2026-03-21
2025-11-25,trigo,ZW=F,527.25,26212,Yahoo Finance / CBOT,2026-03-21
2025-11-26,trigo,ZW=F,529.0,18026,Yahoo Finance / CBOT,2026-03-21
2025-11-28,trigo,ZW=F,531.0,1198,Yahoo Finance / CBOT,2026-03-21
2025-12-01,trigo,ZW=F,530.25,426,Yahoo Finance / CBOT,2026-03-21
2025-12-02,trigo,ZW=F,537.75,184,Yahoo Finance / CBOT,2026-03-21
2025-12-03,trigo,ZW=F,537.75,139,Yahoo Finance / CBOT,2026-03-21
2025-12-04,trigo,ZW=F,541.0,73,Yahoo Finance / CBOT,2026-03-21
2025-12-05,trigo,ZW=F,537.5,56,Yahoo Finance / CBOT,2026-03-21
2025-12-08,trigo,ZW=F,536.0,31,Yahoo Finance / CBOT,2026-03-21
2025-12-09,trigo,ZW=F,536.25,14,Yahoo Finance / CBOT,2026-03-21
2025-12-10,trigo,ZW=F,531.25,27,Yahoo Finance / CBOT,2026-03-21
2025-12-11,trigo,ZW=F,534.5,6,Yahoo Finance / CBOT,2026-03-21
2025-12-12,trigo,ZW=F,534.5,50614,Yahoo Finance / CBOT,2026-03-21
2025-12-15,trigo,ZW=F,520.75,79494,Yahoo Finance / CBOT,2026-03-21
2025-12-16,trigo,ZW=F,509.5,116616,Yahoo Finance / CBOT,2026-03-21
2025-12-17,trigo,ZW=F,506.25,93081,Yahoo Finance / CBOT,2026-03-21
2025-12-18,trigo,ZW=F,507.75,82031,Yahoo Finance / CBOT,2026-03-21
2025-12-19,trigo,ZW=F,509.75,58220,Yahoo Finance / CBOT,2026-03-21
2025-12-22,trigo,ZW=F,515.5,43608,Yahoo Finance / CBOT,2026-03-21
2025-12-23,trigo,ZW=F,517.0,41461,Yahoo Finance / CBOT,2026-03-21
2025-12-24,trigo,ZW=F,521.75,32999,Yahoo Finance / CBOT,2026-03-21
2025-12-26,trigo,ZW=F,519.0,38020,Yahoo Finance / CBOT,2026-03-21
